Essay,Jurusan
Aku tertarik mendalami cara fotosintesis bekerja untuk menghasilkan energi pada tumbuhan,SMA IPA
Aku mau belajar bagaimana tubuh manusia melawan penyakit melalui sistem imun,SMA IPA
Rasanya seru kalau bisa mempelajari struktur molekul dalam kimia organik,SMA IPA
Aku penasaran bagaimana planet-planet bisa terbentuk dari nebula gas di luar angkasa,SMA IPA
Aku ingin tahu bagaimana energi panas bisa diubah menjadi listrik dalam fisika,SMA IPA
Aku mau mempelajari ekologi untuk memahami interaksi antara makhluk hidup di alam,SMA IPA
Aku tertarik mempelajari mineral di bumi melalui geologi dan proses pembentukannya,SMA IPA
Aku ingin memahami lebih dalam cara kerja sel dan organ tubuh manusia,SMA IPA
Saya ingin belajar bagaimana energi dari matahari bisa dimanfaatkan untuk kehidupan,SMA IPA
Rasanya menarik memahami bagaimana proses respirasi terjadi di tubuh manusia,SMA IPA
Saya suka belajar tentang gaya dan gerak karena seru melihat penerapannya di dunia nyata,SMA IPA
Saya penasaran bagaimana bintang bisa bersinar selama miliaran tahun,SMA IPA
Belajar tentang siklus nitrogen di alam bikin saya semakin paham pentingnya unsur kimia,SMA IPA
Saya tertarik mendalami bagaimana otak manusia bekerja untuk mengontrol tubuh,SMA IPA
Mengetahui proses pembentukan gunung berapi membuat saya ingin belajar lebih jauh,SMA IPA
Saya ingin memahami cara hewan adaptasi dengan lingkungan ekstrem,SMA IPA
Belajar cara kerja hukum termodinamika bikin saya lebih paham tentang energi,SMA IPA
"Kimia selalu menarik, apalagi saat belajar reaksi yang menghasilkan cahaya",SMA IPA
Saya ingin tahu lebih banyak tentang bagaimana mikroorganisme membantu siklus kehidupan,SMA IPA
Rasanya seru belajar tentang lubang hitam dan misteri ruang angkasa,SMA IPA
Saya tertarik memahami bagaimana gempa bumi terjadi melalui ilmu geologi,SMA IPA
Mengetahui bagaimana tubuh menyerap nutrisi dari makanan bikin saya makin penasaran,SMA IPA
Saya suka belajar tentang ikatan kimia yang membentuk senyawa kompleks,SMA IPA
Saya ingin tahu bagaimana tubuh kita bisa pulih setelah terluka,SMA IPA
Memahami sistem peredaran darah membuat saya kagum dengan tubuh manusia,SMA IPA
Saya penasaran bagaimana komet terbentuk dan apa yang ada di dalamnya,SMA IPA
Mengetahui proses pembentukan hujan bikin saya ingin tahu lebih dalam tentang cuaca,SMA IPA
Rasanya menarik memahami bagaimana ekosistem hutan saling bergantung satu sama lain,SMA IPA
Saya tertarik belajar tentang bagaimana magnet memengaruhi benda di sekitarnya,SMA IPA
Belajar tentang kimia lingkungan bikin saya sadar pentingnya menjaga bumi,SMA IPA
Saya ingin memahami bagaimana tulang bekerja untuk menopang tubuh kita,SMA IPA
Proses fotosintesis selalu bikin saya kagum dengan kemampuan tumbuhan,SMA IPA
Rasanya menarik memahami bagaimana energi panas bumi bisa dimanfaatkan,SMA IPA
Saya ingin tahu lebih dalam tentang evolusi dan bagaimana makhluk hidup berubah,SMA IPA
Belajar tentang sifat gelombang cahaya bikin saya ingin mendalami optik lebih jauh,SMA IPA
Saya penasaran bagaimana fosil terbentuk dan apa yang bisa kita pelajari darinya,SMA IPA
Rasanya seru mengetahui bagaimana bakteri bisa membantu atau membahayakan tubuh,SMA IPA
Saya ingin belajar lebih jauh tentang siklus air dan perannya dalam kehidupan,SMA IPA
Saya penasaran bagaimana DNA menentukan sifat makhluk hidup,SMA IPA
Saya ingin belajar tentang bagaimana tanaman menghasilkan oksigen,SMA IPA
Aku ingin tahu cara kerja gravitasi di luar angkasa,SMA IPA
Saya suka belajar tentang energi dan bagaimana penggunaannya dalam kehidupan sehari-hari,SMA IPA
Gua pengen tau gimana gunung bisa terbentuk,SMA IPA
Aku penasaran kenapa air laut asin tapi air sungai tidak,SMA IPA
Saya ingin belajar tentang hewan langka dan cara melindunginya,SMA IPA
Gua tertarik dengan cara kerja listrik dan magnet,SMA IPA
Aku mau belajar bagaimana gelombang radio digunakan untuk komunikasi,SMA IPA
Saya penasaran dengan struktur dalam bumi,SMA IPA
Aku ingin tahu bagaimana manusia bisa bertahan hidup di luar angkasa,SMA IPA
Saya suka belajar tentang tubuh manusia dan semua sistem yang bekerja di dalamnya,SMA IPA
Gua mau ngerti gimana cara pohon bisa menyerap air dari akar sampai ke daun,SMA IPA
Aku pengen tau gimana petir bisa terjadi,SMA IPA
Saya tertarik dengan proses pembentukan hujan dan silus air.,SMA IPA
Gua mau tau gimana burung bisa terbang dengan efisien,SMA IPA
Aku suka belajar tentang bintang dan galaksi di alam semesta,SMA IPA
Saya ingin belajar tentang cara tubuh melawan penyakit,SMA IPA
Saya penasaran kenapa manusia butuh tidur dan istirahat,SMA IPA
Gua tertarik belajar gimana cara membuat bahan kimia yang aman untuk lingkungan,SMA IPA
Saya ingin tahu kenapa warna langit bisa berubah-ubah sepanjang hari,SMA IPA
Aku penasaran gimana cara ikan bisa hidup di air tanpa tenggelam,SMA IPA
Saya suka belajar tentang sifat dan bentuk kristal,SMA IPA
Gua pengen ngerti gimana komputer bisa dibuat dengan ilmu fisika,SMA IPA
Saya ingin tahu bagaimana zat beracun bisa berdampak pada tubuh,SMA IPA
Aku mau belajar tentang cara kerja mata dan bagaimana kita bisa melihat warna,SMA IPA
Gua suka belajar tentang teknologi yang terinspirasi dari alam,SMA IPA
Saya penasaran gimana manusia menemukan planet di luar tata surya,SMA IPA
Aku tertarik dengan cara manusia bisa memprediksi gempa bumi,SMA IPA
Gua mau ngerti gimana hewan laut bisa menyelam di kedalaman ekstrem,SMA IPA
gua penasaran kenapa di luar angkasa tidak bisa bernapas,SMA IPA
Saya ingin tahu kenapa bulan bisa mengontrol pasang surut air laut,SMA IPA
Aku penasaran bagaimana virus bekerja di dalam tubuh manusia,SMA IPA
Gua pengen tau gimana serangga kecil bisa mengangkat beban berat,SMA IPA
Saya tertarik dengan cara kerja panel surya dan energi terbarukan,SMA IPA
Aku suka belajar tentang bagaimana tubuh kita mencerna makanan,SMA IPA
Gua ingin belajar kenapa bahan bakar fosil bisa menghasilkan energi,SMA IPA
Saya penasaran bagaimana cahaya bisa bergerak dengan sangat cepat,SMA IPA
Aku tertarik dengan cara pohon bisa hidup ratusan tahun,SMA IPA
Saya ingin belajar tentang lapisan atmosfer dan fungsinya,SMA IPA
Gua mau tau gimana cara kerja mesin jet pesawat,SMA IPA
Aku penasaran bagaimana manusia bisa membuat jembatan yang kuat,SMA IPA
Saya ingin belajar tentang bahan-bahan kimia yang digunakan dalam kehidupan sehari-hari,SMA IPA
Gua pengen tau gimana cara tumbuhan bisa bertahan hidup di tempat kering,SMA IPA
Saya tertarik dengan proses fotosintesis pada tanaman,SMA IPA
Aku ingin tahu bagaimana manusia bisa menyelam di laut dalam tanpa kerusakan tubuh,SMA IPA
Saya suka belajar tentang sifat gas dan cairan,SMA IPA
Gua penasaran gimana pelangi bisa terbentuk setelah hujan,SMA IPA
Aku mau tau kenapa planet mengorbit matahari dengan pola tetentu,SMA IPA
Saya tertarik belajar tentang evolusi makhluk hidup di bumi.,SMA IPA
Saya ingin belajar tentang fungsi hormon dalam tubuh manusia,SMA IPA
Gua suka banget melihat langit malam dan ingin tahu lebih banyak tentang konstelasi bintang,SMA IPA
Aku ingin memahami bagaimana magnet bisa menarik benda logam,SMA IPA
Saya penasaran bagaimana robot bisa dibuat meniru gerakan manusia,SMA IPA
Aku tertarik dengan cara planet terbentuk dari debu dan gas,SMA IPA
Gua pengen tau gimana bisa ada es di planet yang jauh dari matahari,SMA IPA
Saya ingin belajar tentang cara kerja sel dan pembagian sel,SMA IPA
Aku penasaran bagaimana gunung berapi bisa meletus,SMA IPA
Saya suka belajar tentang cara hewan berkembang biak,SMA IPA
Gua mau ngerti gimana cara manusia bisa menyaring air jadi layak minum,SMA IPA
Saya tertarik belajar tentang mengapa manusia membutuhkan oksigen untuk hidup,SMA IPA
Saya ingin masuk jurusan Biologi untuk mendalami dunia makhluk hidup,SMA IPA
Aku ingin belajar di jurusan Astronomi supaya bisa meneliti bintang dan planet,SMA IPA
Saya tertarik kuliah di Kimia untuk memahami reaksi yang terjadi di alam,SMA IPA
Gua tertarik masuk jurusan Biokimia karena penasaran dengan molekul dalam tubuh,SMA IPA
Saya ingin mengambil jurusan Kedokteran karena ingin menyembuhkan orang sakit,SMA IPA
Saya ingin menjadi seorang ahli bioteknologi dengan kuliah di bidang itu,SMA IPA
Gua mau kuliah di Fisika supaya bisa mendalami ilmu tentang alam semesta,SMA IPA
Saya tertarik belajar Teknik Lingkungan biar bisa menjaga bumi tetap sehat,SMA IPA
Aku mau ambil jurusan Geologi untuk meneliti batuan dan gunung berapi,SMA IPA
Saya ingin kuliah di jurusan Matematika karena suka dengan angka,SMA IPA
Aku tertarik masuk jurusan Teknologi Pangan untuk belajar tentang nutrisi,SMA IPA
Saya ingin ambil jurusan Ilmu Komputer supaya bisa menciptakan teknologi baru,SMA IPA
Saya ingin mengambil jurusan Kedokteran Hewan karena suka hewan,SMA IPA
Aku ingin belajar Teknik Material supaya bisa menciptakan bahan-bahan inovatif,SMA IPA
Saya ingin kuliah di Teknik Nuklir untuk mendalami energi masa depan,SMA IPA
Gua ingin masuk jurusan Astronomi untuk meneliti kehidupan di luar angkasa,SMA IPA
Saya tertarik masuk Ilmu Gizi untuk membantu orang menjaga pola makan,SMA IPA
Aku ingin kuliah di jurusan Teknik Industri karena tertarik dengan proses produksi,SMA IPA
Saya ingin mendalami ilmu Biologi Laut dengan kuliah di bidang itu,SMA IPA
Gua mau belajar Teknik Robotika untuk menciptakan teknologi masa depan,SMA IPA
Saya ingin mengambil jurusan Ilmu Fisika Murni karena tertarik dengan teori alam,SMA IPA
Aku mau belajar Teknik Informatika supaya bisa membuat aplikasi inovatif,SMA IPA
"Aku suka pelajaran PPKn, seru belajar tentang negara.",SMA IPS
"Aku suka Sosiologi, kayak belajar tentang kehidupan sehari-hari.",SMA IPS
"Ekonomi seru, aku suka belajar soal uang dan bisnis.",SMA IPS
Saya kurang tertarik dengan pelajaran Fisika karena saya merasa sulit untuk memahami konsep-konsepnya. Saya lebih menyukai pelajaran Bahasa dan Seni,SMA IPS
saya mau belajar tentang sejarah,SMA IPS
saya mau tau tentang masa lalu negara indonesia,SMA IPS
saya penasaran dengan sejarah perang dunia,SMA IPS
saya mau belajar tentang masa kerajaan,SMA IPS
saya tertarik dengan geografi,SMA IPS
saya suka melihat peta,SMA IPS
aku mau belajar tentang bagaimana agama masuk ke indonesia,SMA IPS
gua mau belajar ekonomi,SMA IPS
aku pengen belajar hukum,SMA IPS
aku ingin jadi pengacara,SMA IPS
saya mau menjadi hakim,SMA IPS
saya mau belajar tentang politik,SMA IPS
saya tertarik untuk mengurus negara,SMA IPS
Aku mau belajar lebih banyak tentang pemetaan wilayah dan cara membuat peta tematik.,SMA IPS
"Saya penasaran gimana bencana alam, seperti gempa bumi, bisa memengaruhi pola pemukiman manusia.",SMA IPS
Gua tertarik mendalami hubungan antara urbanisasi dan kerusakan lingkungan.,SMA IPS
Aku mau tahu cara mengelola air bersih di wilayah yang sering dilanda kekeringan.,SMA IPS
Saya penasaran kenapa perubahan iklim berdampak lebih besar di negara-negara berkembang.,SMA IPS
Aku suka banget membaca tentang perjuangan kemerdekaan Indonesia dan dampaknya bagi generasi sekarang.,SMA IPS
Gua penasaran gimana revolusi industri memengaruhi perkembangan teknologi di dunia.,SMA IPS
Saya tertarik mempelajari sejarah peradaban kuno dan bagaimana itu membentuk dunia modern.,SMA IPS
Aku mau tahu gimana perdagangan rempah-rempah menghubungkan Indonesia dengan dunia.,SMA IPS
Gua ingin mengerti lebih dalam tentang dampak penjajahan Belanda terhadap sistem sosial di Indonesia.,SMA IPS
Saya mau belajar cara menyusun laporan keuangan sederhana untuk usaha kecil.,SMA IPS
Aku penasaran gimana inflasi bisa memengaruhi daya beli masyarakat.,SMA IPS
Gua tertarik memahami sistem pajak dan pengaruhnya terhadap pembangunan negara.,SMA IPS
Aku mau tahu cara mengelola anggaran rumah tangga yang baik.,SMA IPS
Saya ingin mempelajari perbedaan antara ekonomi mikro dan makro dalam kehidupan sehari-hari.,SMA IPS
Aku penasaran tentang peran hukum dalam menjaga keadilan sosial di masyarakat.,SMA IPS
Saya tertarik belajar tentang perbedaan hukum pidana dan perdata di Indonesia.,SMA IPS
Gua suka membaca kasus-kasus hukum yang berhubungan dengan perlindungan konsumen.,SMA IPS
Aku mau tahu lebih banyak tentang bagaimana peraturan lalu lintas diterapkan di kota besar.,SMA IPS
Saya ingin memahami hubungan antara undang-undang dasar dan peraturan daerah.,SMA IPS
Aku penasaran gimana proses pemilu bisa mencerminkan aspirasi rakyat.,SMA IPS
Gua ingin belajar lebih banyak tentang sistem pemerintahan presidensial dan parlementer.,SMA IPS
Saya tertarik memahami bagaimana keputusan politik berdampak pada kesejahteraan rakyat.,SMA IPS
Aku mau tahu gimana cara kerja partai politik dalam memperjuangkan hak masyarakat.,SMA IPS
Saya penasaran dengan cara diplomasi antarnegara menyelesaikan konflik internasional.,SMA IPS
Gua suka membahas pentingnya hak dan kewajiban sebagai warga negara Indonesia.,SMA IPS
Aku mau belajar lebih banyak tentang nilai-nilai Pancasila dalam kehidupan sehari-hari.,SMA IPS
Saya tertarik memahami peran masyarakat dalam pengawasan kebijakan publik.,SMA IPS
Aku ingin tahu lebih dalam tentang arti persatuan dalam keberagaman di Indonesia.,SMA IPS
Gua penasaran gimana cara mempraktikkan demokrasi di lingkungan sekolah.,SMA IPS
Aku penasaran gimana perubahan iklim memengaruhi pola hujan di Indonesia.,SMA IPS
Saya tertarik mempelajari persebaran sumber daya alam di berbagai wilayah Indonesia.,SMA IPS
Gua mau tahu lebih dalam tentang bagaimana aktivitas manusia memengaruhi ekosistem pantai.,SMA IPS
Aku suka belajar tentang penyebab banjir di kota-kota besar dan cara mengatasinya.,SMA IPS
Saya ingin memahami bagaimana gunung api aktif bisa dimanfaatkan untuk energi geotermal.,SMA IPS
Gua penasaran tentang perbedaan bentuk muka bumi di daerah dataran tinggi dan rendah.,SMA IPS
Aku mau tahu gimana cara membaca peta topografi dengan lebih detail.,SMA IPS
Saya tertarik dengan pengaruh perubahan garis pantai akibat abrasi terhadap masyarakat pesisir.,SMA IPS
Gua mau belajar lebih banyak tentang migrasi penduduk dan dampaknya terhadap lingkungan.,SMA IPS
Aku penasaran bagaimana letak geografis Indonesia memengaruhi keberagaman budayanya.,SMA IPS
Aku tertarik mendalami sejarah kerajaan-kerajaan besar di Nusantara.,SMA IPS
Saya penasaran gimana perang dunia kedua memengaruhi posisi Indonesia di kancah internasional.,SMA IPS
Gua suka belajar tentang kehidupan masyarakat Indonesia pada masa kolonial.,SMA IPS
Aku mau tahu lebih banyak tentang perkembangan seni dan budaya di masa Majapahit.,SMA IPS
Saya ingin memahami pengaruh era reformasi terhadap demokrasi di Indonesia.,SMA IPS
Gua penasaran gimana politik luar negeri Indonesia di era Soekarno.,SMA IPS
Aku suka membaca cerita-cerita sejarah tentang perdagangan jalur sutra di Asia.,SMA IPS
Saya tertarik dengan bagaimana revolusi Prancis membawa perubahan besar di Eropa.,SMA IPS
Gua mau tahu lebih dalam tentang peran perempuan dalam perjuangan kemerdekaan Indonesia.,SMA IPS
Aku penasaran dengan sejarah perkembangan Islam di Nusantara.,SMA IPS
Aku mau tahu bagaimana koperasi bisa membantu meningkatkan kesejahteraan masyarakat.,SMA IPS
Saya tertarik memahami konsep permintaan dan penawaran dalam ekonomi mikro.,SMA IPS
Gua penasaran gimana globalisasi memengaruhi ekonomi negara berkembang.,SMA IPS
Aku suka belajar tentang cara menabung dan investasi untuk masa depan.,SMA IPS
Saya ingin tahu peran UMKM dalam meningkatkan perekonomian Indonesia.,SMA IPS
Gua tertarik mempelajari dampak pandemi terhadap pertumbuhan ekonomi.,SMA IPS
Aku penasaran gimana sistem ekonomi pasar bekerja dalam menentukan harga barang.,SMA IPS
Saya mau tahu lebih dalam tentang bagaimana pajak digunakan untuk pembangunan negara.,SMA IPS
Gua suka belajar tentang hubungan antara tingkat pengangguran dan pertumbuhan ekonomi.,SMA IPS
Aku tertarik mempelajari konsep ekonomi hijau untuk keberlanjutan lingkungan.,SMA IPS
Saya penasaran dengan peran hukum dalam melindungi hak asasi manusia.,SMA IPS
Aku mau tahu lebih dalam tentang aturan hukum terkait hak cipta dan plagiarisme.,SMA IPS
Gua suka membahas pentingnya perjanjian internasional dalam hubungan antarnegara.,SMA IPS
Aku tertarik memahami proses penyelesaian sengketa di pengadilan.,SMA IPS
Saya ingin tahu gimana hukum adat masih diterapkan di beberapa daerah Indonesia.,SMA IPS
Gua penasaran dengan peran pengacara dalam membela kasus hukum.,SMA IPS
Aku suka belajar tentang aturan hukum terkait perlindungan lingkungan.,SMA IPS
Saya mau tahu lebih banyak tentang Undang-Undang Dasar 1945 dan perubahan-perubahannya.,SMA IPS
Gua tertarik memahami bagaimana sistem hukum melindungi konsumen dari barang berbahaya.,SMA IPS
Aku penasaran gimana cara kerja sistem peradilan di Indonesia.,SMA IPS
Saya mau tahu lebih banyak tentang fungsi DPR dalam sistem pemerintahan Indonesia.,SMA IPS
Aku penasaran bagaimana partisipasi pemuda dalam politik bisa membawa perubahan.,SMA IPS
Gua tertarik mempelajari sejarah pemilu pertama di Indonesia.,SMA IPS
Aku suka belajar tentang hubungan diplomasi Indonesia dengan negara-negara ASEAN.,SMA IPS
Saya ingin memahami cara kerja sistem checks and balances dalam pemerintahan.,SMA IPS
Gua penasaran gimana politik internasional memengaruhi kebijakan dalam negeri Indonesia.,SMA IPS
Aku tertarik dengan peran pers dalam menyampaikan isu-isu politik.,SMA IPS
Saya mau tahu bagaimana undang-undang dibuat dan disahkan di Indonesia.,SMA IPS
Gua suka membahas isu-isu korupsi dan cara pencegahannya dalam politik.,SMA IPS
